avg_perplexity is:	2.5956186862220143
two and three in silver and one and seven in coppers	pp=2.7699074963634702
they put on their bonnets and best clothes and take their umbrellas for fear it may come on to rain	pp=3.3768785705516926
wise virgins professor machugh said	pp=1.735577153208913
life on the raw   they buy one and fourpenceworth of brawn and four slices of panloaf at the north city diningrooms in marlborough street from miss kate collins proprietress	pp=3.4964484172094554
they purchase four and twenty ripe plums from a girl at the foot of nelsons pillar to take off the thirst of the brawn	pp=3.636302187668267
they had no idea it was that high	pp=2.784659933392161
their names are anne kearns and florence maccabe	pp=2.3260691763900856
anne kearns has the lumbago for which she rubs on lourdes water given her by a lady who got a bottleful from a passionist father	pp=3.2817128816675267
florence maccabe takes a crubeen and a bottle of double x for supper every saturday	pp=2.978307055274094
antithesis the professor said nodding twice vestal virgins	pp=3.2029198906679617
whats keeping our friend he turned	pp=1.9783899380208612
a bevy of scampering newsboys rushed down the steps scattering in all directions yelling their white papers fluttering	pp=3.488706953441311
hard after them myles crawford appeared on the steps his hat aureoling his scarlet face talking with j j omolloy	pp=3.4132234398010137
come along the professor cried waving his arm	pp=2.355696283929899
he set off again to walk by stephens side	pp=2.47929741863021
return of bloom   yes he said	pp=1.975116284460485
i see them	pp=2.943811129420358
mr bloom breathless caught in a whirl of wild newsboys near the offices of the _irish catholic_ and _dublin penny journal_ called  mr crawford a moment  _telegraph_ racing special  what is it	pp=3.438634129613015
myles crawford said falling back a pace	pp=3.0557350734565465
a newsboy cried in mr blooms face  terrible tragedy in rathmines a child bit by a bellows  interview with the editor   just this ad mr bloom said pushing through towards the steps puffing and taking the cutting from his pocket	pp=4.060382151895426
i spoke with mr keyes just now	pp=2.19966472053794
but he wants a par to call attention in the _telegraph_ too the saturday pink	pp=3.0814481448531343
and he wants it copied if its not too late i told councillor nannetti from the _kilkenny people_	pp=3.571549512018024
i can have access to it in the national library	pp=3.540045013565286
house of keys dont you see	pp=2.3840043078982234
his name is keyes	pp=2.212415207852749
its a play on the name	pp=1.9241297840305749
but he practically promised hed give the renewal	pp=2.534508793712317
but he wants just a little puff	pp=2.9209035041091584
what will i tell him mr crawford	pp=2.4878047836652804
kma   will you tell him he can kiss my arse	pp=2.742913961083493
myles crawford said throwing out his arm for emphasis	pp=3.4858765544730757
tell him that straight from the stable	pp=2.4975644014942295
a bit nervy	pp=6.41203439983607
look out for squalls	pp=1.4142077353013047
all off for a drink	pp=1.9046524602190489
arm in arm	pp=2.518433180244314
lenehans yachting cap on the cadge beyond usual blarney	pp=2.456440303490136
wonder is that young dedalus the moving spirit	pp=2.311953272334243
has a good pair of boots on him today	pp=2.6504069842422036
last time i saw him he had his heels on view	pp=4.158345555842819
been walking in muck somewhere careless chap	pp=2.2072217824264944
what was he doing in irishtown	pp=2.652750721520627
well mr bloom said his eyes returning if i can get the design i suppose its worth a short par	pp=3.88486735064462
hed give the ad i think	pp=2.2283112839416397
ill tell him	pp=1.4124249415724672
kmria   he can kiss my royal irish arse myles crawford cried loudly over his shoulder	pp=3.1101785325196007
any time he likes tell him	pp=1.990502127736693
raising the wind   _nulla bona_ jack he said raising his hand to his chin	pp=3.5573681886116164
im up to here	pp=1.4125029951721837
ive been through the hoop myself	pp=1.932716559216246
i was looking for a fellow to back a bill for me no later than last week sorry jack	pp=3.425424104679511
you must take the will for the deed	pp=2.2487653157539795
with a heart and a half if i could raise the wind anyhow j j	pp=3.7680088191700785
omolloy pulled a long face and walked on silently	pp=2.616065853712551
they caught up on the others and walked abreast	pp=3.180955389040748
when they have eaten the brawn and the bread and wiped their twenty fingers in the paper the bread was wrapped in they go nearer to the railings	pp=3.8232501262085026
something for you the professor explained to myles crawford	pp=2.635886523706509
two old dublin women on the top of nelsons pillar	pp=2.284980267294178
some columnthats what waddler one said   thats new myles crawford said thats copy	pp=3.4699639258825723
out for the waxies dargle	pp=2.2973265867756396
two old trickies what	pp=1.4085128559159126
but they are afraid the pillar will fall stephen went on	pp=2.671275961294975
they see the roofs and argue about where the different churches are rathmines blue dome adam and eves saint laurence otooles	pp=3.4793260930843464
but it makes them giddy to look so they pull up their skirts	pp=3.019742936792338
those slightly rambunctious females   easy all myles crawford said	pp=2.5077521038177646
no poetic licence	pp=1.5873026383841662
were in the archdiocese here	pp=2.3984480063557223
onehandled adulterer the professor cried	pp=1.740193444882287
i like that	pp=1.9039388461662432
i see the idea	pp=1.860125231015426
dames donate dublins cits speedpills velocitous aeroliths belief   it gives them a crick in their necks stephen said and they are too tired to look up or down or to speak	pp=3.9041362121778183
they put the bag of plums between them and eat the plums out of it one after another wiping off with their handkerchiefs the plumjuice that dribbles out of their mouths and spitting the plumstones slowly out between the railings	pp=4.057342067584026
lenehan and mr omadden burke hearing turned beckoned and led on across towards mooneys finished	pp=3.7082717713419693
myles crawford said	pp=1.201984955042525
so long as they do no worse	pp=2.636183037316598
sophist wallops haughty helen square on proboscis	pp=2.1907204938412823
spartans gnash molars	pp=1.5873506092319156
ithacans vow pen is champ	pp=1.7302500326674415
you remind me of antisthenes the professor said a disciple of gorgias the sophist	pp=3.3012887018161825
it is said of him that none could tell if he were bitterer against others or against himself	pp=3.4390175497306896
he was the son of a noble and a bondwoman	pp=3.6316595091260098
and he wrote a book in which he took away the palm of beauty from argive helen and handed it to poor penelope poor penelope penelope rich	pp=3.3446998670178396
they made ready to cross oconnell street	pp=2.408905517960926
hello there central   at various points along the eight lines tramcars with motionless trolleys stood in their tracks bound for or from rathmines rathfarnham blackrock kingstown and dalkey sandymount green ringsend and sandymount tower donnybrook palmerston park and upper rathmines all still becalmed in short circuit	pp=3.4932824880742923
hackney cars cabs delivery waggons mailvans private broughams aerated mineral water floats with rattling crates of bottles rattled rolled horsedrawn rapidly whatand likewisewhere	pp=3.300994049226151
but what do you call it	pp=1.758882816443378
myles crawford asked	pp=4.893133856510183
where did they get the plums	pp=2.170163305857348
virgilian says pedagogue	pp=1.587382349999692
sophomore plumps for old man moses	pp=1.9941385253044555
call it let me see	pp=1.7338733536819548
call it _deus nobis hæc otia fecit_  no stephen said	pp=2.628722988124009
i call it _a pisgah sight of palestine_ or _the parable of the plums_  i see the professor said	pp=2.9593680777060625
he laughed richly	pp=2.7137788999554826
i see he said again with new pleasure	pp=2.3925984306532815
moses and the promised land	pp=1.7405096986552309
we gave him that idea he added to j j omolloy	pp=3.1662538585701157
horatio is cynosure this fair june day   j j	pp=2.5126186667343773
omolloy sent a weary sidelong glance towards the statue and held his peace	pp=2.969505015499663
i see the professor said	pp=1.3080146680127946
he halted on sir john grays pavement island and peered aloft at nelson through the meshes of his wry smile	pp=3.1409415792510806
diminished digits prove too titillating for frisky frumps	pp=2.359828167086827
anne wimbles flo wanglesyet can you blame them	pp=2.3636261424823473
onehandled adulterer he said smiling grimly	pp=1.9945905842073646
that tickles me i must say	pp=1.9856909312981135
tickled the old ones too myles crawford said if the god almightys truth was known	pp=3.4688189463287493
<NUM>    pineapple rock lemon platt butter scotch	pp=2.2077596908056476
a sugarsticky girl shovelling scoopfuls of creams for a christian brother	pp=2.6575771161248647
some school treat	pp=1.5872760201999918
bad for their tummies	pp=1.4141992098464895
lozenge and comfit manufacturer to his majesty the king god save our	pp=2.6987823512724507
a sombre y m c a	pp=1.7102301966443565
young man watchful among the warm sweet fumes of graham lemons placed a throwaway in a hand of mr bloom	pp=3.1968653348198384
heart to heart talks bloo me no	pp=2.4269892335725687
blood of the lamb	pp=1.211431322908228
his slow feet walked him riverward reading	pp=2.19819105145181
are you saved	pp=6.627800434739563
all are washed in the blood of the lamb	pp=1.284742451766189
god wants blood victim	pp=1.414126130856492
birth hymen martyr war foundation of a building sacrifice kidney burntoffering druids altars	pp=2.8437982693137003
elijah is coming	pp=1.1543008273748405
dr john alexander dowie restorer of the church in zion is coming	pp=2.5068719603597986
is coming is coming is coming all heartily welcome paying game	pp=2.607572272235883
torry and alexander last year polygamy	pp=1.9983931308458922
his wife will put the stopper on that	pp=2.2955116644484965
wake up in the dead of night and see him on the wall hanging	pp=4.486616760900559
peppers ghost idea	pp=1.5868492058614223
iron nails ran in	pp=1.1195218808267182
phosphorus it must be done with	pp=2.8437558341132148
if you leave a bit of codfish for instance	pp=3.3790237158766367
i could see the bluey silver over it	pp=2.919524775379715
night i went down to the pantry in the kitchen	pp=3.3557602952415726
dont like all the smells in it waiting to rush out	pp=2.7975900224109616
what was it she wanted	pp=2.373370036843352
the malaga raisins	pp=1.5873672952137279
thinking of spain	pp=3.6309878442832284
before rudy was born	pp=1.4136187231441302
the phosphorescence that bluey greeny	pp=1.7410238542971883
very good for the brain	pp=1.9244477194145433
from butlers monument house corner he glanced along bachelors walk	pp=2.6210404758107346
dedalus daughter there still outside dillons auctionrooms	pp=2.2065761398641195
must be selling off some old furniture	pp=2.20000973035346
knew her eyes at once from the father	pp=2.3001257863375733
lobbing about waiting for him	pp=1.7177039286138704
home always breaks up when the mother goes	pp=2.309212021082783
fifteen children he had	pp=1.4093208130091412
birth every year almost	pp=1.4139325170785724
thats in their theology or the priest wont give the poor woman the confession the absolution	pp=3.001662555059285
increase and multiply	pp=2.289294715791083
did you ever hear such an idea	pp=2.4300977367740884
eat you out of house and home	pp=1.8340301338667593
no families themselves to feed	pp=1.7051078013038972
living on the fat of the land	pp=2.255900518696933
their butteries and larders	pp=1.4142036917037857
id like to see them do the black fast yom kippur crossbuns	pp=3.4505057853869365
a housekeeper of one of those fellows if you could pick it out of her	pp=3.8073875147771328
never pick it out of her like getting s d	pp=3.260608094922605
out of him	pp=2.3508606325293337
does himself well no guests	pp=1.7366567955378274
all for number one	pp=1.0742940071927265
watching his water	pp=1.5865263101525635
bring your own bread and butter	pp=1.946182475826514
his reverence mums the word	pp=1.6541184341764417
good lord that poor childs dress is in flitters	pp=2.4811851984118247
underfed she looks too	pp=1.4101079832831567
potatoes and marge marge and potatoes	pp=1.941540867606294
its after they feel it	pp=1.7259593250736172
proof of the pudding	pp=1.4141765203317274
undermines the constitution	pp=1.5873440814053863
as he set foot on oconnell bridge a puffball of smoke plumed up from the parapet	pp=3.515494886299002
brewery barge with export stout england	pp=1.9996854118646565
sea air sours it i heard	pp=1.9719340260887548
be interesting some day get a pass through hancock to see the brewery	pp=3.5929867974410405
regular world in itself	pp=1.413748700545075
vats of porter wonderful	pp=1.4139877953408
rats get in too	pp=1.41083572049256
drink themselves bloated as big as a collie floating	pp=2.623432423942988
dead drunk on the porter	pp=1.6749803238471872
drink till they puke again like christians	pp=2.2011215635010286
imagine drinking that rats vats	pp=1.7410333823861364
well of course if we knew all the things	pp=3.3171506460982716
looking down he saw flapping strongly wheeling between the gaunt quaywalls gulls	pp=2.777995434846162
rough weather outside	pp=1.5869163193685778
if i threw myself down	pp=1.7366293954116065
reuben js son must have swallowed a good bellyful of that sewage	pp=2.7422845344787956
one and eightpence too much hhhhm	pp=1.5040480994824184
its the droll way he comes out with the things	pp=3.0697103527982623
knows how to tell a story too	pp=2.405375518801155
they wheeled lower	pp=2.288526680928289
looking for grub wait	pp=1.4132423342333023
he threw down among them a crumpled paper ball	pp=2.4848832881619645
elijah thirtytwo feet per sec is com	pp=2.5713713035827275
not a bit	pp=2.7102140234217678
the ball bobbed unheeded on the wake of swells floated under by the bridgepiers	pp=2.9817781731557247
not such damn fools	pp=1.4141498470307214
also the day i threw that stale cake out of the erins king picked it up in the wake fifty yards astern	pp=4.710407206627117
live by their wits	pp=1.4141237311391581
they wheeled flapping	pp=1.3388350011360777
that is how poets write the similar sounds	pp=2.312844065912324
but then shakespeare has no rhymes blank verse	pp=2.3726558570820746
the flow of the language it is the thoughts solemn	pp=3.179550982218422
hamlet i am thy fathers spirit doomed for a certain time to walk the earth	pp=2.7235446763608886
two apples a penny two for a penny  his gaze passed over the glazed apples serried on her stand	pp=3.365358574879412
australians they must be this time of year	pp=2.4588960169218366
shiny peels polishes them up with a rag or a handkerchief wait	pp=2.9717842145659925
those poor birds	pp=1.5872214808036658
he halted again and bought from the old applewoman two banbury cakes for a penny and broke the brittle paste and threw its fragments down into the liffey see that	pp=3.8440225614199504
they never expected that manna	pp=1.7213206608466882
live on fish fishy flesh they have all seabirds gulls seagoose	pp=3.014171230966501
swans from anna liffey swim down here sometimes to preen themselves	pp=2.708908545280045
no accounting for tastes	pp=1.414168166836717
wonder what kind is swanmeat	pp=1.6638497816408837
robinson crusoe had to live on them	pp=2.3798348057409124
they wheeled flapping weakly	pp=1.4141672958387212
im not going to throw any more	pp=3.133907504415186
penny quite enough	pp=1.5867687333378786
lot of thanks i get	pp=1.7257491621239542
not even a caw	pp=1.6817676152874477
they spread foot and mouth disease too	pp=2.213027465009787
if you cram a turkey say on chestnutmeal it tastes like that	pp=2.7605223547550986
eat pig like pig	pp=1.4141364900572766
but then why is it that saltwater fish are not salty	pp=3.178558212522545
how is that	pp=1.44613398577956
his eyes sought answer from the river and saw a rowboat rock at anchor on the treacly swells lazily its plastered board	pp=3.3773746648920766
kinos <NUM> trousers  good idea that	pp=1.9813668770732782
wonder if he pays rent to the corporation	pp=2.6243514716774827
how can you own water really	pp=1.9978595126223393
its always flowing in a stream never the same which in the stream of life we trace	pp=2.5096192811322076
because life is a stream	pp=1.7087942282959394
all kinds of places are good for ads	pp=3.1056445211251376
that quack doctor for the clap used to be stuck up in all the greenhouses	pp=4.0334478016785535
never see it now strictly confidential	pp=1.9974176934393322
dr hy franks	pp=1.1696040315711824
didnt cost him a red like maginni the dancing master self advertisement	pp=2.745620381373579
got fellows to stick them up or stick them up himself for that matter on the q t	pp=3.6769785981712717
running in to loosen a button flybynight	pp=2.1686268633694024
just the place too	pp=1.4107965436892174
post no bills	pp=1.1695881704389008
post <NUM> pills	pp=1.5873386941287146
some chap with a dose burning him if he o  eh no no no no	pp=3.5851230847440605
i dont believe it	pp=1.4008877411212977
he wouldnt surely no no	pp=1.731839608618306
mr bloom moved forward raising his troubled eyes	pp=2.702307611997557
think no more about that after one	pp=2.1821487036483442
timeball on the ballastoffice is down dunsink time	pp=2.3641346260985
fascinating little book that is of sir robert balls parallax	pp=2.581364961534569
i never exactly understood	pp=1.4140506598755798
theres a priest	pp=4.914294221818947
could ask him	pp=1.168368510705444
par its greek parallel parallax	pp=1.7408941477474302
met him pike hoses she called it till i told her about the transmigration	pp=3.382143606817895
o rocks  mr bloom smiled o rocks at two windows of the ballastoffice	pp=3.1244793504089023
can be rude too	pp=1.409918426376229
blurt out what i was thinking	pp=2.4843187796445494
still i dont know	pp=1.413252915099735
she used to say ben dollard had a base barreltone voice	pp=3.622886377500105
he has legs like barrels and youd think he was singing into a barrel	pp=3.039526387123767
now isnt that wit	pp=1.4141035394480708
they used to call him big ben	pp=2.764350731529187
not half as witty as calling him base barreltone	pp=2.5025423424273994
get outside of a baron of beef	pp=2.119081838093241
powerful man he was at stowing away number one bass	pp=3.592765869480987
barrel of bass see	pp=1.411478022829737
it all works out	pp=1.406895559355997
a procession of whitesmocked sandwichmen marched slowly towards him along the gutter scarlet sashes across their boards bargains	pp=3.3825499917684443
like that priest they are this morning we have sinned we have suffered	pp=3.043999062210627
he read the scarlet letters on their five tall white hats h e l y s wisdom helys	pp=3.4134624412822094
y lagging behind drew a chunk of bread from under his foreboard crammed it into his mouth and munched as he walked	pp=3.5227068470644562
our staple food	pp=1.5870142548573307
three bob a day walking along the gutters street after street	pp=2.8528898433274446
just keep skin and bone together bread and skilly	pp=2.42730995379674
they are not boyl no mglades men	pp=2.7717193479440234
doesnt bring in any business either	pp=1.9979271005277461
i suggested to him about a transparent showcart with two smart girls sitting inside writing letters copybooks envelopes blottingpaper	pp=3.2908583123746813
i bet that would have caught on	pp=2.4148964776313893
smart girls writing something catch the eye at once	pp=2.4454398119196266
everyone dying to know what shes writing	pp=2.9594183718695426
get twenty of them round you if you stare at nothing	pp=3.139713298120552
have a finger in the pie women too curiosity	pp=2.4295427116523327
pillar of salt	pp=2.713768896124611
wouldnt have it of course because he didnt think of it himself first	pp=3.2271972644018785
or the inkbottle i suggested with a false stain of black celluloid	pp=2.7418454283991385
his ideas for ads like plumtrees potted under the obituaries cold meat department	pp=2.854478461052474
you cant lick em what our envelopes	pp=2.2008877832933726
hello jones where are you going	pp=2.5009048952042314
cant stop robinson i am hastening to purchase the only reliable inkeraser _kansell_ sold by helys ltd <NUM> dame street	pp=3.1741027285629184
devil of a job it was collecting accounts of those convents tranquilla convent	pp=2.993990944255362
that was a nice nun there really sweet face	pp=3.571548636788215
wimple suited her small head sister sister	pp=2.2059621858576177
i am sure she was crossed in love by her eyes	pp=2.850940491729916
very hard to bargain with that sort of a woman	pp=3.8745216655841017
i disturbed her at her devotions that morning	pp=2.3431658464146703
but glad to communicate with the outside world	pp=2.2966901751611704
our great day she said	pp=1.7289127990908142
feast of our lady of mount carmel	pp=2.2574729425329085
sweet name too caramel	pp=1.4142015502285321
she knew i i think she knew by the way she	pp=3.4295198535280766
if she had married she would have changed	pp=3.3191010374175325
i suppose they really were short of money	pp=2.5310362013105943
fried everything in the best butter all the same	pp=2.9325882730667314
no lard for them	pp=1.409486451151739
my hearts broke eating dripping	pp=1.7408640872893704
they like buttering themselves in and out	pp=2.1209542423408814
pat claffey the pawnbrokers daughter	pp=1.740584339131836
he crossed westmoreland street when apostrophe s had plodded by rover cycleshop	pp=2.81049938627128
those races are on today	pp=1.7235885674757896
how long ago is that	pp=1.7156731123017939
year phil gilligan died	pp=1.4138669812830251
we were in lombard street west	pp=1.3866024170099636
wait was in thoms	pp=1.4141848639021026
got the job in wisdom helys year we married six years	pp=2.8496985647506423
val dillon was lord mayor	pp=1.7400815576720166
the glencree dinner	pp=1.1695784924569606
alderman robert oreilly emptying the port into his soup before the flag fell	pp=2.7906070415482183
bobbob lapping it for the inner alderman	pp=2.765431969428259
couldnt hear what the band played	pp=2.3275934174952715
for what we have already received may the lord make us	pp=2.9615862947249503
milly was a kiddy then	pp=1.7367511804905638
molly had that elephantgrey dress with the braided frogs	pp=2.6463033238281217
mantailored with selfcovered buttons	pp=1.4140195568167453
she didnt like it because i sprained my ankle first day she wore choir picnic at the sugarloaf	pp=3.417564997423401
as if that	pp=2.660469548779494
old goodwins tall hat done up with some sticky stuff	pp=2.6157879384596514
flies picnic too	pp=1.582471593311513
never put a dress on her back like it	pp=2.6733138051881435
fitted her like a glove shoulders and hips	pp=2.5101267520358252
just beginning to plump it out well	pp=2.5568732770098923
rabbitpie we had that day	pp=1.724851686948034
people looking after her happy happier then	pp=2.193530811910817
dockrells one and ninepence a dozen	pp=1.4690033001526712
millys tubbing night	pp=1.585644573999838
american soap i bought elderflower	pp=1.740886159021191
cosy smell of her bathwater	pp=1.7301351942032128
poor papas daguerreotype atelier he told me of hereditary taste	pp=2.926894534239809
stream of life	pp=1.1542930412385015
what was the name of that priestylooking chap was always squinting in when he passed	pp=3.959153575583621
weak eyes woman	pp=1.996977906516312
stopped in citrons saint kevins parade pen something pendennis	pp=2.7194235086421044
my memory is getting pen	pp=1.7404646129906065
of course its years ago	pp=2.166452034380127
noise of the trams probably	pp=1.7406440131909091
well if he couldnt remember the dayfathers name that he sees every day	pp=3.284399936657558
bartell darcy was the tenor just coming out then	pp=2.4536035114739523
seeing her home after practice	pp=1.737455346945017
conceited fellow with his waxedup moustache	pp=1.9837449781056526
gave her that song _winds that blow from the south_	pp=2.550425280168854
windy night that was i went to fetch her there was that lodge meeting on about those lottery tickets after goodwins concert in the supperroom or oakroom of the mansion house	pp=3.8299683947561505
he and i behind	pp=1.6790521391250814
sheet of her music blew out of my hand against the high school railings	pp=3.909750514748996
lucky it didnt	pp=1.5870182080402062
thing like that spoils the effect of a night for her	pp=3.2877060702704397
professor goodwin linking her in front	pp=1.95004279809757
shaky on his pins poor old sot	pp=2.2040206029261147
his farewell concerts	pp=1.5873557045304292
positively last appearance on any stage	pp=1.9805514258606354
may be for months and may be for never	pp=2.8647013218490125
remember her laughing at the wind her blizzard collar up	pp=2.7510138837600664
corner of harcourt road remember that gust	pp=2.1912607517367113
brrfoo blew up all her skirts and her boa nearly smothered old goodwin	pp=2.8443900600861336
she did get flushed in the wind	pp=2.10879164677534
and the mulled rum	pp=1.4141089718445536
could see her in the bedroom from the hearth unclamping the busk of her stays white	pp=3.514805558910062
swish and soft flop her stays made on the bed	pp=2.563899379718209
always warm from her	pp=1.402517412836068
always liked to let her self out	pp=2.562784709114689
sitting there after till near two taking out her hairpins	pp=2.6219382047051485
milly tucked up in beddyhouse happy happy	pp=2.409613616244059
that was the night	pp=2.832518105328239
o mr bloom how do you do	pp=2.331637048996822
o how do you do mrs breen	pp=2.47102206008443
no use complaining	pp=3.5299336151070166
how is molly those times	pp=1.7381405441833884
havent seen her for ages	pp=1.7249679717557567
in the pink mr bloom said gaily	pp=3.6297070944265557
milly has a position down in mullingar you know	pp=2.477218285141214
go away isnt that grand for her yes	pp=2.3380540870192412
in a photographers there	pp=1.4084066411590825
getting on like a house on fire	pp=2.159733787962525
how are all your charges	pp=1.9928115537844135
all on the bakers list mrs breen said	pp=2.371251170981679
how many has she	pp=1.4076517082108473
no other in sight	pp=1.4139582248231237
youre in black i see	pp=1.724451647282645
you have no	pp=2.4035949851189162
no mr bloom said	pp=1.132203384861432
i have just come from a funeral	pp=2.642678803297694
going to crop up all day i foresee	pp=2.353211313752435
whos dead when and what did he die of	pp=3.2225053705802553
turn up like a bad penny	pp=2.653122210431588
o dear me mrs breen said	pp=1.9923230255924975
i hope it wasnt any near relation	pp=2.2053246244701343
may as well get her sympathy	pp=2.23140104659221
dignam mr bloom said	pp=1.409580961419202
an old friend of mine	pp=1.1991088051363956
he died quite suddenly poor fellow	pp=1.9974888041096563
heart trouble i believe	pp=1.4137604375117938
funeral was this morning	pp=1.4134774067187121
your funerals tomorrow while youre coming through the rye	pp=2.459367345271604
diddlediddle dumdum diddlediddle	pp=1.5873624275438176
sad to lose the old friends mrs breens womaneyes said melancholily	pp=2.6735428199313764
now thats quite enough about that	pp=1.9793289212839023
just quietly husband	pp=1.5870105889256014
and your lord and master	pp=1.9506603939765228
mrs breen turned up her two large eyes	pp=2.3585218957778666
hasnt lost them anyhow	pp=1.4138218443111206
o dont be talking she said	pp=2.3739772124552188
hes a caution to rattlesnakes	pp=1.7028291260948636
hes in there now with his lawbooks finding out the law of libel	pp=3.4829251442840015
wait till i show you	pp=1.628491752647375
hot mockturtle vapour and steam of newbaked jampuffs rolypoly poured out from harrisons	pp=2.8183981803688316
the heavy noonreek tickled the top of mr blooms gullet	pp=3.276659713457692
want to make good pastry butter best flour demerara sugar or theyd taste it with the hot tea	pp=3.408749046758392
or is it from her	pp=2.4718201106647437
a barefoot arab stood over the grating breathing in the fumes	pp=2.6102193938627583
deaden the gnaw of hunger that way	pp=2.13160148290544
pleasure or pain is it penny dinner	pp=2.1858323306803893
knife and fork chained to the table	pp=2.471099012090119
opening her handbag chipped leather	pp=1.74089130524378
hatpin ought to have a guard on those things	pp=3.933126164742346
stick it in a chaps eye in the tram rummaging open money	pp=2.736262606400433
please take one	pp=1.5831672051880183
devils if they lose sixpence raise cain husband barging	pp=2.519298693240502
wheres the ten shillings i gave you on monday	pp=2.6752552250661346
are you feeding your little brothers family	pp=2.2022608112196296
soiled handkerchief medicinebottle	pp=1.5873703752917383
pastille that was fell	pp=1.4138153505605677
what is she	pp=3.595863407780031
there must be a new moon out she said	pp=1.7984431454187766
hes always bad then	pp=1.4102434505291088
do you know what he did last night	pp=3.327373548931599
her hand ceased to rummage	pp=1.7075848123686417
her eyes fixed themselves on him wide in alarm yet smiling what	pp=2.731882169672985
mr bloom asked	pp=2.902428438549579
let her speak	pp=3.2949681161395317
look straight in her eyes	pp=1.7276909566598104
i believe you trust me	pp=1.7362629766545565
woke me up in the night she said	pp=3.931068143029716
dream he had a nightmare indiges	pp=3.345424489264131
said the ace of spades was walking up the stairs	pp=2.5260892419557077
the ace of spades mr bloom said	pp=2.1869652291624475
she took a folded postcard from her handbag	pp=2.5724015149603963
read that she said	pp=1.409644732627792
he got it this morning	pp=1.7370413126077582
what is it	pp=1.5429896840481918
mr bloom asked taking the card u p u	pp=2.7770585928656373
p up she said	pp=1.4086055745091242
someone taking a rise out of him	pp=2.149947287920568
its a great shame for them whoever he is	pp=2.4776708308164213
she took back the card sighing	pp=1.9293675803895267
and now hes going round to mr mentons office	pp=2.687046550189786
hes going to take an action for ten thousand pounds he says	pp=3.242020451158491
she folded the card into her untidy bag and snapped the catch	pp=2.902294832243167
same blue serge dress she had two years ago the nap bleaching	pp=2.7658821409697905
seen its best days	pp=1.4134500472221276
wispish hair over her ears	pp=1.7293578491433854
and that dowdy toque three old grapes to take the harm out of it shabby genteel	pp=3.735476273982311
she used to be a tasty dresser	pp=5.28649858705334
lines round her mouth	pp=1.4134022473624375
only a year or so older than molly	pp=2.3032543287332032
see the eye that woman gave her passing cruel	pp=2.4949759653798242
the unfair sex	pp=1.5871976836738615
he looked still at her holding back behind his look his discontent	pp=2.7810141228919565
pungent mockturtle oxtail mulligatawny	pp=1.4141952426427895
im hungry too	pp=1.582471593311513
flakes of pastry on the gusset of her dress daub of sugary flour stuck to her cheek	pp=2.993641975976729
rhubarb tart with liberal fillings rich fruit interior	pp=2.377795426273962
josie powell that was	pp=1.12323100792768
in luke doyles long ago	pp=1.9951987945032574
dolphins barn the charades u p up	pp=2.4330053535668403
change the subject	pp=1.5872512004262105
do you ever see anything of mrs beaufoy	pp=2.69473263248906
mr bloom asked mina purefoy she said	pp=2.568895142373803
philip beaufoy i was thinking playgoers club	pp=2.7666943774284474
matcham often thinks of the masterstroke	pp=1.5718774694125055
the last act yes	pp=1.411987445868586
i just called to ask on the way in is she over it	pp=3.21477112760198
shes in the lyingin hospital in holles street	pp=2.3414907966196035
dr horne got her in	pp=1.6913712027273036
shes three days bad now	pp=1.7369384110489559
o mr bloom said	pp=1.33484324718455
im sorry to hear that	pp=1.2046392231826566
yes mrs breen said	pp=1.4076634330045639
and a houseful of kids at home	pp=2.1389224889031127
its a very stiff birth the nurse told me	pp=2.4518992614761292
o mr bloom said	pp=1.33484324718455
his heavy pitying gaze absorbed her news	pp=2.1949867555303224
his tongue clacked in compassion	pp=1.6988739170838587
dth dth  im sorry to hear that he said	pp=2.2534800001832136
poor thing three days thats terrible for her	pp=2.3518225453232278
mr bloom touched her funnybone gently warning her  mind let this man pass	pp=3.0317892538908495
a bony form strode along the curbstone from the river staring with a rapt gaze into the sunlight through a heavystringed glass	pp=3.2733706717113065
tight as a skullpiece a tiny hat gripped his head	pp=2.7720655961402567
from his arm a folded dustcoat a stick and an umbrella dangled to his stride	pp=2.9142511860634173
watch him mr bloom said	pp=1.567267243210433
he always walks outside the lampposts	pp=1.924439980146521
watch  who is he if its a fair question	pp=2.7874014360055157
mrs breen asked	pp=4.6576186189858575
is he dotty	pp=5.334411609379837
his name is cashel boyle oconnor fitzmaurice tisdall farrell mr bloom said smiling	pp=3.6988055773397246
watch  he has enough of them she said	pp=2.3154032820013644
denis will be like that one of these days	pp=2.5902584056737807
she broke off suddenly	pp=1.6807923354944552
there he is she said	pp=2.834171466965766
i must go after him goodbye	pp=2.2273823328126845
remember me to molly wont you	pp=1.9884653577324998
i will mr bloom said	pp=1.7321990653662775
he watched her dodge through passers towards the shopfronts	pp=2.6579690619069676
denis breen in skimpy frockcoat and blue canvas shoes shuffled out of harrisons hugging two heavy tomes to his ribs	pp=3.395392176257229
blown in from the bay	pp=1.3763554411205854
like old times	pp=1.473366038574154
he suffered her to overtake him without surprise and thrust his dull grey beard towards her his loose jaw wagging as he spoke earnestly meshuggah	pp=3.310270667643906
off his chump	pp=4.15928523971253
mr bloom walked on again easily seeing ahead of him in sunlight the tight skullpiece the dangling stickumbrelladustcoat	pp=3.5382824244221944
going the two days	pp=1.4135095046580977
watch him out he goes again	pp=1.9818453550570387
