avg_perplexity is:	1.6510589552417863
lady lucas began directly to calculate with more interest than the matter had ever excited before how many years longer mr	pp=1.4701709508343062
collins should be in possession of the longbourn estate it would be highly expedient that both he and his wife should make their appearance at st jamess	pp=2.0242310429048187
the whole family in short were properly overjoyed on the occasion	pp=1.5196314329320064
she had gained her point and had time to consider of it	pp=1.574677761156133
her reflections were in general satisfactory mr	pp=1.421276358840483
but still he would be her husbandwithout thinking highly either of men or of matrimony marriage had always been her object it was the only honourable provision for welleducated young women of small fortune and however uncertain of giving happiness must be their pleasantest preservative from want	pp=1.618069585876793
this preservative she had now obtained and at the age of twentyseven without having ever been handsome she felt all the good luck of it	pp=1.6587910090674356
the least agreeable circumstance in the business was the surprise it must occasion to elizabeth bennet whose friendship she valued beyond that of any other person	pp=1.6908119242423223
elizabeth would wonder and probably would blame her and though her resolution was not to be shaken her feelings must be hurt by such disapprobation	pp=1.7548880283956547
she resolved to give her the information herself and therefore charged mr	pp=1.720818116540268
collins when he returned to longbourn to dinner to drop no hint of what had passed before any of the family	pp=1.872316958117758
a promise of secrecy was of course very dutifully given but it could not be kept without difficulty for the curiosity excited by his long absence burst forth in such very direct questions on his return as required some ingenuity to evade and he was at the same time exercising great selfdenial for he was longing to publish his prosperous love	pp=1.7221219360298565
as he was to begin his journey too early on the morrow to see any of the family the ceremony of leavetaking was performed when the ladies moved for the night and mrs	pp=1.9080408233468484
bennet with great politeness and cordiality said how happy they should be to see him at longbourn again whenever his other engagements might allow him to visit them	pp=1.7733424961162927
my dear madam he replied this invitation is particularly gratifying because it is what i have been hoping to receive and you may be very certain that i shall avail myself of it as soon as possible	pp=2.2246141235847956
they were all astonished and mr	pp=1.7600653381439775
bennet who could by no means wish for so speedy a return immediately said  but is there not danger of lady catherines disapprobation here my good siryou had better neglect your relations than run the risk of offending your patroness	pp=1.5593396827449681
my dear sir replied mr	pp=1.449575767633862
collins i am particularly obliged to you for this friendly caution and you may depend upon my not taking so material a step without her ladyships concurrence	pp=1.7947506795459678
you cannot be too much on your guard	pp=1.953143330045901
risk any thing rather than her displeasure and if you find it likely to be raised by your coming to us again which i should think exceedingly probable stay quietly at home and be satisfied that _we_ shall take no offence	pp=1.9247543682042307
believe me my dear sir my gratitude is warmly excited by such affectionate attention and depend upon it you will speedily receive from me a letter of thanks for this as well as for every other mark of your regard during my stay in hertfordshire	pp=1.7824277207184174
as for my fair cousins though my absence may not be long enough to render it necessary i shall now take the liberty of wishing them health and happiness not excepting my cousin elizabeth	pp=1.7802258893442593
with proper civilities the ladies then withdrew all of them equally surprised to find that he meditated a quick return mrs	pp=1.578565609036079
she rated his abilities much higher than any of the others there was a solidity in his reflections which often struck her and though by no means so clever as herself she thought that if encouraged to read and improve himself by such an example as hers he might become a very agreeable companion	pp=1.834594890534242
but on the following morning every hope of this kind was done away	pp=1.836858538829849
miss lucas called soon after breakfast and in a private conference with elizabeth related the event of the day before	pp=1.9081696450058219
the possibility of mr	pp=1.8269213569760874
collinss fancying himself in love with her friend had once occurred to elizabeth within the last day or two but that charlotte could encourage him seemed almost as far from possibility as that she could encourage him herself and her astonishment was consequently so great as to overcome at first the bounds of decorum and she could not help crying out  engaged to mr	pp=1.9022268582847321
collins my dear charlotteimpossible  the steady countenance which miss lucas had commanded in telling her story gave way to a momentary confusion here on receiving so direct a reproach though as it was no more than she expected she soon regained her composure and calmly replied  why should you be surprised my dear elizado you think it incredible that mr	pp=1.6169643015514208
collins should be able to procure any womans good opinion because he was not so happy as to succeed with you	pp=2.0440699422582185
but elizabeth had now recollected herself and making a strong effort for it was able to assure her with tolerable firmness that the prospect of their relationship was highly grateful to her and that she wished her all imaginable happiness	pp=1.9184269894720234
i see what you are feeling replied charlotteyou must be surprised very much surprisedso lately as mr	pp=1.4411310610332768
collins was wishing to marry you	pp=1.2675553608805397
but when you have had time to think it all over i hope you will be satisfied with what i have done	pp=2.6934833136378744
i am not romantic you know	pp=1.8350124680235158
i never was	pp=3.2128430986296292
i ask only a comfortable home and considering mr	pp=1.3220843916706464
collinss character connections and situation in life i am convinced that my chance of happiness with him is as fair as most people can boast on entering the marriage state	pp=1.7294161685353568
elizabeth quietly answered undoubtedlyand after an awkward pause they returned to the rest of the family	pp=1.7142667669484402
charlotte did not stay much longer and elizabeth was then left to reflect on what she had heard	pp=1.7848263489796605
it was a long time before she became at all reconciled to the idea of so unsuitable a match	pp=2.054707825570574
the strangeness of mr	pp=1.0732731969514984
collinss making two offers of marriage within three days was nothing in comparison of his being now accepted	pp=1.710681642666656
she had always felt that charlottes opinion of matrimony was not exactly like her own but she could not have supposed it possible that when called into action she would have sacrificed every better feeling to worldly advantage	pp=1.9479845951189276
charlotte the wife of mr	pp=1.1502920438066837
collins was a most humiliating pictureand to the pang of a friend disgracing herself and sunk in her esteem was added the distressing conviction that it was impossible for that friend to be tolerably happy in the lot she had chosen chapter xxiii	pp=1.7421575695801723
elizabeth was sitting with her mother and sisters reflecting on what she had heard and doubting whether she were authorised to mention it when sir william lucas himself appeared sent by his daughter to announce her engagement to the family	pp=1.793275512344682
with many compliments to them and much selfgratulation on the prospect of a connection between the houses he unfolded the matterto an audience not merely wondering but incredulous for mrs	pp=1.5052363133484665
bennet with more perseverance than politeness protested he must be entirely mistaken and lydia always unguarded and often uncivil boisterously exclaimed  good lord sir william how can you tell such a storydo not you know that mr	pp=1.6378169542841612
collins wants to marry lizzy	pp=1.2036544532197642
nothing less than the complaisance of a courtier could have borne without anger such treatment but sir williams good breeding carried him through it all and though he begged leave to be positive as to the truth of his information he listened to all their impertinence with the most forbearing courtesy	pp=1.7975256409678662
collins and the convenient distance of hunsford from london mrs	pp=1.4689879539416484
bennet was in fact too much overpowered to say a great deal while sir william remained but no sooner had he left them than her feelings found a rapid vent	pp=1.7870340466127883
in the first place she persisted in disbelieving the whole of the matter secondly she was very sure that mr	pp=1.9525798941322363
collins had been taken in thirdly she trusted that they would never be happy together and fourthly that the match might be broken off	pp=1.654151419778576
two inferences however were plainly deduced from the whole one that elizabeth was the real cause of all the mischief and the other that she herself had been barbarously used by them all and on these two points she principally dwelt during the rest of the day	pp=1.8548977868627483
nothing could console and nothing appease hernor did that day wear out her resentment	pp=1.2734120617573959
a week elapsed before she could see elizabeth without scolding her a month passed away before she could speak to sir william or lady lucas without being rude and many months were gone before she could at all forgive their daughter mr	pp=1.7635136711190524
bennets emotions were much more tranquil on the occasion and such as he did experience he pronounced to be of a most agreeable sort for it gratified him he said to discover that charlotte lucas whom he had been used to think tolerably sensible was as foolish as his wife and more foolish than his daughter  jane confessed herself a little surprised at the match but she said less of her astonishment than of her earnest desire for their happiness nor could elizabeth persuade her to consider it as improbable	pp=1.8915847609658833
kitty and lydia were far from envying miss lucas for mr	pp=1.7223872203865218
collins was only a clergyman and it affected them in no other way than as a piece of news to spread at meryton	pp=1.562422738973707
lady lucas could not be insensible of triumph on being able to retort on mrs	pp=1.724747382805255
bennet the comfort of having a daughter well married and she called at longbourn rather oftener than usual to say how happy she was though mrs	pp=1.7693681837952284
bennets sour looks and illnatured remarks might have been enough to drive happiness away	pp=1.5812531373498586
jane had sent caroline an early answer to her letter and was counting the days till she might reasonably hope to hear again	pp=1.5336922774608586
the promised letter of thanks from mr	pp=1.3058211906773372
collins arrived on tuesday addressed to their father and written with all the solemnity of gratitude which a twelvemonths abode in the family might have prompted	pp=1.7517793033069904
after discharging his conscience on that head he proceeded to inform them with many rapturous expressions of his happiness in having obtained the affection of their amiable neighbour miss lucas and then explained that it was merely with the view of enjoying her society that he had been so ready to close with their kind wish of seeing him again at longbourn whither he hoped to be able to return on monday fortnight for lady catherine he added so heartily approved his marriage that she wished it to take place as soon as possible which he trusted would be an unanswerable argument with his amiable charlotte to name an early day for making him the happiest of men mr	pp=1.834845863693781
collinss return into hertfordshire was no longer a matter of pleasure to mrs bennet	pp=1.8045673707744683
on the contrary she was as much disposed to complain of it as her husbandit was very strange that he should come to longbourn instead of to lucas lodge it was also very inconvenient and exceedingly troublesomeshe hated having visitors in the house while her health was so indifferent and lovers were of all people the most disagreeable	pp=1.7696769987023913
such were the gentle murmurs of mrs	pp=1.186898238788438
bingleys continued absence	pp=1.2539291122431075
neither jane nor elizabeth were comfortable on this subject	pp=1.3006802792596035
day after day passed away without bringing any other tidings of him than the report which shortly prevailed in meryton of his coming no more to netherfield the whole winter a report which highly incensed mrs	pp=1.694237293148274
the united efforts of his two unfeeling sisters and of his overpowering friend assisted by the attractions of miss darcy and the amusements of london might be too much she feared for the strength of his attachment	pp=1.8458440540147738
as for jane _her_ anxiety under this suspence was of course more painful than elizabeths but whatever she felt she was desirous of concealing and between herself and elizabeth therefore the subject was never alluded to	pp=1.5787985882294435
but as no such delicacy restrained her mother an hour seldom passed in which she did not talk of bingley express her impatience for his arrival or even require jane to confess that if he did not come back she should think herself very ill used	pp=1.9062811278484881
it needed all janes steady mildness to bear these attacks with tolerable tranquillity mr	pp=1.2780819283261413
collins returned most punctually on the monday fortnight but his reception at longbourn was not quite so gracious as it had been on his first introduction	pp=1.8694694018336826
he was too happy however to need much attention and luckily for the others the business of lovemaking relieved them from a great deal of his company	pp=1.7537473798149772
the chief of every day was spent by him at lucas lodge and he sometimes returned to longbourn only in time to make an apology for his absence before the family went to bed mrs	pp=1.8395168463759384
bennet was really in a most pitiable state	pp=1.5015086334801042
the very mention of any thing concerning the match threw her into an agony of ill humour and wherever she went she was sure of hearing it talked of	pp=1.6968879102698247
the sight of miss lucas was odious to her	pp=1.6056262435664166
collins was convinced that they were talking of the longbourn estate and resolving to turn herself and her daughters out of the house as soon as mr	pp=2.365633616134218
bennet were dead	pp=1.5858204781307963
she complained bitterly of all this to her husband indeed mr	pp=1.818055477415709
bennet said she it is very hard to think that charlotte lucas should ever be mistress of this house that i should be forced to make way for _her_ and live to see her take my place in it  my dear do not give way to such gloomy thoughts	pp=2.0435783626648956
let us hope for better things	pp=1.1533944687246191
let us flatter ourselves that _i_ may be the survivor	pp=1.5693605552964436
this was not very consoling to mrs	pp=1.731590820520211
bennet and therefore instead of making any answer she went on as before  i cannot bear to think that they should have all this estate	pp=1.9540287066608244
if it was not for the entail i should not mind it	pp=2.451035474890752
what should not you mind	pp=1.4800763135405712
i should not mind any thing at all	pp=1.7217368464629643
let us be thankful that you are preserved from a state of such insensibility	pp=1.773690346845433
bennet for any thing about the entail	pp=1.712660770234872
collins toowhy should _he_ have it more than anybody else	pp=1.4234839495567244
i leave it to yourself to determine said mr bennet	pp=1.5096979294652058
end of vol i	pp=1.0526336067547013
illustration a vicarage house	pp=1.033910991187813
in three volumes	pp=1.2497007881071438
by the author of sense and sensibility vol ii	pp=1.349576855721869
london printed for t	pp=1.0298241741286238
egerton military library whitehall <NUM> pride  prejudice chapter i	pp=1.092908155587521
miss bingleys letter arrived and put an end to doubt	pp=1.4320153172925372
miss darcys praise occupied the chief of it	pp=1.384349257041959
her many attractions were again dwelt on and caroline boasted joyfully of their increasing intimacy and ventured to predict the accomplishment of the wishes which had been unfolded in her former letter	pp=1.5309182189263575
she wrote also with great pleasure of her brothers being an inmate of mr	pp=1.5141300055183369
darcys house and mentioned with raptures some plans of the latter with regard to new furniture	pp=1.6193687523561424
elizabeth to whom jane very soon communicated the chief of all this heard it in silent indignation	pp=1.6957109236673578
her heart was divided between concern for her sister and resentment against all the others	pp=1.8226711118074623
to carolines assertion of her brothers being partial to miss darcy she paid no credit	pp=1.6699542990198786
that he was really fond of jane she doubted no more than she had ever done and much as she had always been disposed to like him she could not think without anger hardly without contempt on that easiness of temper that want of proper resolution which now made him the slave of his designing friends and led him to sacrifice his own happiness to the caprice of their inclinations	pp=1.9555166963053308
had his own happiness however been the only sacrifice he might have been allowed to sport with it in what ever manner he thought best but her sisters was involved in it as she thought he must be sensible himself	pp=1.942176957673576
a day or two passed before jane had courage to speak of her feelings to elizabeth but at last on mrs	pp=2.014751444500105
but i will not repine	pp=2.3145768091171597
it cannot last long	pp=1.0739669945687533
he will be forgot and we shall all be as we were before	pp=1.8883118652605637
elizabeth looked at her sister with incredulous solicitude but said nothing	pp=1.7564673055051057
you doubt me cried jane slightly colouring indeed you have no reason	pp=1.3285353868089598
he may live in my memory as the most amiable man of my acquaintance but that is all	pp=1.902311804047972
i have nothing either to hope or fear and nothing to reproach him with	pp=1.610413041671027
thank god i have not _that_ pain	pp=1.8399155511528988
a little time thereforei shall certainly try to get the better	pp=1.3039266675867973
your sweetness and disinterestedness are really angelic i do not know what to say to you	pp=1.8642864007421525
i feel as if i had never done you justice or loved you as you deserve	pp=1.6381994370896014
nay said elizabeth this is not fair	pp=1.7607390387281416
_you_ wish to think all the world respectable and are hurt if i speak ill of any body	pp=1.6238706203549895
_i_ only want to think _you_ perfect and you set yourself against it	pp=1.3460100666502763
do not be afraid of my running into any excess of my encroaching on your privilege of universal good will	pp=1.4822370131938585
you need not	pp=1.0355217818901055
there are few people whom i really love and still fewer of whom i think well	pp=1.6369865522192943
the more i see of the world the more am i dissatisfied with it and every day confirms my belief of the inconsistency of all human characters and of the little dependence that can be placed on the appearance of either merit or sense	pp=1.707340928556616
i have met with two instances lately one i will not mention the other is charlottes marriage	pp=1.7026086638191475
it is unaccountable in every view it is unaccountable  my dear lizzy do not give way to such feelings as these	pp=1.7305948063187162
they will ruin your happiness	pp=1.1111883043420911
you do not make allowance enough for difference of situation and temper consider mr	pp=1.7427178566442134
my dear jane mr	pp=1.5315835952919716
collins is a conceited pompous narrowminded silly man you know he is as well as i do and you must feel as well as i do that the woman who marries him cannot have a proper way of thinking	pp=1.8827055831612844
you shall not for the sake of one individual change the meaning of principle and integrity nor endeavour to persuade yourself or me that selfishness is prudence and insensibility of danger security for happiness	pp=1.587115367240863
you alluded to something else	pp=1.1778778082911876
you mentioned _two_ instances	pp=1.0601356306739769
i cannot misunderstand you but i intreat you dear lizzy not to pain me by thinking _that person_ to blame and saying your opinion of him is sunk	pp=1.5498843767208683
we must not be so ready to fancy ourselves intentionally injured	pp=1.9446184845753922
we must not expect a lively young man to be always so guarded and circumspect	pp=2.0379761086477863
it is very often nothing but our own vanity that deceives us	pp=1.6541598573935146
women fancy admiration means more than it does	pp=1.2948846699537897
and men take care that they should	pp=1.2816833934203613
if it is designedly done they cannot be justified but i have no idea of there being so much design in the world as some persons imagine	pp=1.909161941560958
bingleys conduct to design said elizabeth but without scheming to do wrong or to make others unhappy there may be error and there may be misery	pp=1.6178826858720516
thoughtlessness want of attention to other peoples feelings and want of resolution will do the business	pp=1.6513630960372654
and do you impute it to either of those	pp=1.5521371809767828
yes to the last	pp=1.1862834853795141
but if i go on i shall displease you by saying what i think of persons you esteem	pp=1.5907976100235868
stop me whilst you can	pp=1.1085753790541146
yes in conjunction with his friend	pp=1.1872267878149612
i cannot believe it	pp=1.2612840810956452
why should they try to influence him	pp=1.370012878791173
they can only wish his happiness and if he is attached to me no other woman can secure it	pp=1.7530265135198446
your first position is false	pp=1.0875907086264271
they may wish many things besides his happiness they may wish his increase of wealth and consequence they may wish him to marry a girl who has all the importance of money great connections and pride	pp=1.7118236481586768
beyond a doubt they _do_ wish him to chuse miss darcy replied jane but this may be from better feelings than you are supposing	pp=1.675530321435637
they have known her much longer than they have known me no wonder if they love her better	pp=1.5970061971028224
but whatever may be their own wishes it is very unlikely they should have opposed their brothers	pp=1.8466162243198223
by supposing such an affection you make every body acting unnaturally and wrong and me most unhappy	pp=1.3647663817599847
do not distress me by the idea	pp=1.4368695717404234
i am not ashamed of having been mistakenor at least it is slight it is nothing in comparison of what i should feel in thinking ill of him or his sisters	pp=2.009971903393543
elizabeth could not oppose such a wish and from this time mr	pp=1.8917208706409108
bingleys name was scarcely ever mentioned between them mrs	pp=1.4382707057144994
bennet still continued to wonder and repine at his returning no more and though a day seldom passed in which elizabeth did not account for it clearly there seemed little chance of her ever considering it with less perplexity	pp=1.7184680450106362
her daughter endeavoured to convince her of what she did not believe herself that his attentions to jane had been merely the effect of a common and transient liking which ceased when he saw her no more but though the probability of the statement was admitted at the time she had the same story to repeat every day mrs	pp=1.897686567317741
bennets best comfort was that mr	pp=1.2181035119723305
bingley must be down again in the summer mr	pp=1.5624321981622422
bennet treated the matter differently	pp=1.2468844741441165
i congratulate her	pp=1.6029164473594966
next to being married a girl likes to be crossed in love a little now and then	pp=1.4424626922571397
it is something to think of and gives her a sort of distinction among her companions	pp=1.798914525949802
when is your turn to come	pp=1.2726397349026866
you will hardly bear to be long outdone by jane	pp=1.5822548279815543
now is your time	pp=1.1768755480720623
let wickham be _your_ man	pp=1.1195259294242619
he is a pleasant fellow and would jilt you creditably	pp=1.7199595255977287
thank you sir but a less agreeable man would satisfy me	pp=1.394102437404566
we must not all expect janes good fortune	pp=1.5640351204538783
true said mr	pp=1.5545918278718525
bennet but it is a comfort to think that whatever of that kind may befal you you have an affectionate mother who will always make the most of it mr	pp=2.0588335352710785
wickhams society was of material service in dispelling the gloom which the late perverse occurrences had thrown on many of the longbourn family	pp=1.449481037279642
they saw him often and to his other recommendations was now added that of general unreserve	pp=1.6674012707452848
the whole of what elizabeth had already heard his claims on mr	pp=1.8613314784201287
darcy and all that he had suffered from him was now openly acknowledged and publicly canvassed and every body was pleased to think how much they had always disliked mr	pp=2.0840293489182415
darcy before they had known any thing of the matter	pp=1.8742888042655141
miss bennet was the only creature who could suppose there might be any extenuating circumstances in the case unknown to the society of hertfordshire her mild and steady candour always pleaded for allowances and urged the possibility of mistakesbut by everybody else mr	pp=1.6502820853685014
darcy was condemned as the worst of men chapter ii	pp=1.415199119221114
after a week spent in professions of love and schemes of felicity mr	pp=1.390873721444316
collins was called from his amiable charlotte by the arrival of saturday	pp=1.6206685569016859
the pain of separation however might be alleviated on his side by preparations for the reception of his bride as he had reason to hope that shortly after his next return into hertfordshire the day would be fixed that was to make him the happiest of men	pp=1.7595253171510716
he took leave of his relations at longbourn with as much solemnity as before wished his fair cousins health and happiness again and promised their father another letter of thanks	pp=1.5939370594775157
on the following monday mrs	pp=1.5049059421775481
bennet had the pleasure of receiving her brother and his wife who came as usual to spend the christmas at longbourn mr	pp=1.917597019389698
gardiner was a sensible gentlemanlike man greatly superior to his sister as well by nature as education	pp=1.6193056437790954
the netherfield ladies would have had difficulty in believing that a man who lived by trade and within view of his own warehouses could have been so well bred and agreeable mrs	pp=1.9817646939459992
gardiner who was several years younger than mrs	pp=1.387997324289208
philips was an amiable intelligent elegant woman and a great favourite with all her longbourn nieces	pp=1.5886826081194971
between the two eldest and herself especially there subsisted a very particular regard	pp=1.4478727802525542
they had frequently been staying with her in town	pp=1.4934799379748045
the first part of mrs	pp=1.163900319983153
gardiners business on her arrival was to distribute her presents and describe the newest fashions	pp=1.3407425364567886
when this was done she had a less active part to play	pp=1.6343959539616428
it became her turn to listen mrs	pp=1.3291764054010893
they had all been very illused since she last saw her sister	pp=1.4177432715815035
two of her girls had been on the point of marriage and after all there was nothing in it	pp=2.0279084158286036
i do not blame jane she continued for jane would have got mr	pp=2.283150809986716
bingley if she could	pp=1.1691011500351662
but lizzy oh sister it is very hard to think that she might have been mr	pp=2.415745529239201
collinss wife by this time had not it been for her own perverseness	pp=1.7586835219667025
he made her an offer in this very room and she refused him	pp=1.596156857843197
the consequence of it is that lady lucas will have a daughter married before i have and that longbourn estate is just as much entailed as ever	pp=2.0403939626593735
the lucases are very artful people indeed sister	pp=1.3022247852011168
they are all for what they can get	pp=1.6547309482660786
i am sorry to say it of them but so it is	pp=1.7314064647868719
it makes me very nervous and poorly to be thwarted so in my own family and to have neighbours who think of themselves before anybody else	pp=1.5591072024920358
however your coming just at this time is the greatest of comforts and i am very glad to hear what you tell us of long sleeves mrs	pp=1.9756360889444307
when alone with elizabeth afterwards she spoke more on the subject	pp=1.3800926916069198
it seems likely to have been a desirable match for jane said she	pp=1.9331265660598782
i am sorry it went off	pp=1.5965444326211629
but these things happen so often a young man such as you describe mr	pp=1.6910996012021149
bingley so easily falls in love with a pretty girl for a few weeks and when accident separates them so easily forgets her that these sort of inconstancies are very frequent	pp=1.6988418715505171
an excellent consolation in its way said elizabeth but it will not do for _us_	pp=2.0231051505116353
it does not often happen that the interference of friends will persuade a young man of independent fortune to think no more of a girl whom he was violently in love with only a few days before	pp=2.080275130157746
but that expression of violently in love is so hackneyed so doubtful so indefinite that it gives me very little idea	pp=1.4811966751327896
it is as often applied to feelings which arise from an halfhours acquaintance as to a real strong attachment	pp=1.429152890772457
pray how _violent was_ mr bingleys love	pp=1.1263485750158153
i never saw a more promising inclination	pp=1.6196554477800587
he was growing quite inattentive to other people and wholly engrossed by her	pp=1.259341007194199
every time they met it was more decided and remarkable	pp=1.610511061178224
at his own ball he offended two or three young ladies by not asking them to dance and i spoke to him twice myself without receiving an answer	pp=1.6530176137546022
could there be finer symptoms	pp=1.3107308012727257
is not general incivility the very essence of love	pp=1.2330446406460227
oh yesof that kind of love which i suppose him to have felt	pp=1.6041949296132205
poor jane i am sorry for her because with her disposition she may not get over it immediately	pp=1.8938648599566006
it had better have happened to _you_ lizzy you would have laughed yourself out of it sooner	pp=1.7424178529339736
but do you think she would be prevailed on to go back with us	pp=1.9916955466527957
change of scene might be of serviceand perhaps a little relief from home may be as useful as anything	pp=1.470141961747319
elizabeth was exceedingly pleased with this proposal and felt persuaded of her sisters ready acquiescence	pp=1.6407901375010039
i hope added mrs	pp=1.0735830494880683
we live in so different a part of town all our connections are so different and as you well know we go out so little that it is very improbable they should meet at all unless he really comes to see her	pp=1.7068826958097651
and _that_ is quite impossible for he is now in the custody of his friend and mr	pp=1.8586243702737026
darcy would no more suffer him to call on jane in such a part of london my dear aunt how could you think of it mr	pp=2.1327877939455386
darcy may perhaps have _heard_ of such a place as gracechurch street but he would hardly think a months ablution enough to cleanse him from its impurities were he once to enter it and depend upon it mr	pp=1.5926052935267667
bingley never stirs without him	pp=1.087043038835703
so much the better	pp=1.114612064334973
i hope they will not meet at all	pp=1.4963640385688823
but does not jane correspond with the sister	pp=1.320080378972456
_she_ will not be able to help calling	pp=2.3315718180672205
she will drop the acquaintance entirely	pp=1.208879758976514
but in spite of the certainty in which elizabeth affected to place this point as well as the still more interesting one of bingleys being withheld from seeing jane she felt a solicitude on the subject which convinced her on examination that she did not consider it entirely hopeless	pp=1.914075820810725
it was possible and sometimes she thought it probable that his affection might be reanimated and the influence of his friends successfully combated by the more natural influence of janes attractions	pp=1.7238253391644298
miss bennet accepted her aunts invitation with pleasure and the bingleys were no otherwise in her thoughts at the time than as she hoped that by carolines not living in the same house with her brother she might occasionally spend a morning with her without any danger of seeing him	pp=1.7128578046422722
the gardiners staid a week at longbourn and what with the philipses the lucases and the officers there was not a day without its engagement mrs	pp=1.9220341735813884
when the engagement was for home some of the officers always made part of it of which officers mr	pp=1.858232842610155
wickham was sure to be one and on these occasions mrs	pp=1.7009384583798899
gardiner rendered suspicious by elizabeths warm commendation of him narrowly observed them both	pp=1.3444851305948138
without supposing them from what she saw to be very seriously in love their preference of each other was plain enough to make her a little uneasy and she resolved to speak to elizabeth on the subject before she left hertfordshire and represent to her the imprudence of encouraging such an attachment to mrs	pp=2.0798737393439244
gardiner wickham had one means of affording pleasure unconnected with his general powers	pp=1.3775727574754462
about ten or a dozen years ago before her marriage she had spent a considerable time in that very part of derbyshire to which he belonged	pp=1.649132085347452
they had therefore many acquaintance in common and though wickham had been little there since the death of darcys father five years before it was yet in his power to give her fresher intelligence of her former friends than she had been in the way of procuring mrs	pp=1.9805575409488794
gardiner had seen pemberley and known the late mr	pp=1.32257936152958
darcy by character perfectly well	pp=1.1175561964916654
here consequently was an inexhaustible subject of discourse	pp=1.2760165333075268
in comparing her recollection of pemberley with the minute description which wickham could give and in bestowing her tribute of praise on the character of its late possessor she was delighting both him and herself	pp=1.4214341234818915
on being made acquainted with the present mr	pp=1.5091945768079105
darcys treatment of him she tried to remember something of that gentlemans reputed disposition when quite a lad which might agree with it and was confident at last that she recollected having heard mr	pp=1.6612607232999819
fitzwilliam darcy formerly spoken of as a very proud illnatured boy chapter iii mrs	pp=1.455926675875441
gardiners caution to elizabeth was punctually and kindly given on the first favourable opportunity of speaking to her alone after honestly telling her what she thought she thus went on  you are too sensible a girl lizzy to fall in love merely because you are warned against it and therefore i am not afraid of speaking openly	pp=1.8030359499807813
seriously i would have you be on your guard	pp=1.5012653092025547
do not involve yourself or endeavour to involve him in an affection which the want of fortune would make so very imprudent	pp=1.6172555005600928
i have nothing to say against _him_ he is a most interesting young man and if he had the fortune he ought to have i should think you could not do better	pp=2.609143798549245
but as it isyou must not let your fancy run away with you	pp=1.5777256453936555
your father would depend on _your_ resolution and good conduct i am sure	pp=1.3976428844200681
you must not disappoint your father	pp=1.4791220541488401
yes and i hope to engage you to be serious likewise	pp=2.0896468270861024
well then you need not be under any alarm	pp=1.6456856271934968
i will take care of myself and of mr wickham too	pp=1.7635328119997007
he shall not be in love with me if i can prevent it	pp=2.498472483973875
i beg your pardon	pp=1.079922448378023
i will try again	pp=1.2655292431652967
at present i am not in love with mr	pp=2.69252442424872
wickham no i certainly am not	pp=1.2572371455019669
but he is beyond all comparison the most agreeable man i ever sawand if he becomes really attached to mei believe it will be better that he should not	pp=1.745432371939256
i see the imprudence of itoh _that_ abominable mr	pp=1.3604481177768424
my father however is partial to mr wickham	pp=1.3886945337899534
in short my dear aunt i should be very sorry to be the means of making any of you unhappy but since we see every day that where there is affection young people are seldom withheld by immediate want of fortune from entering into engagements with each other how can i promise to be wiser than so many of my fellow creatures if i am tempted or how am i even to know that it would be wisdom to resist	pp=1.9072342878031123
all that i can promise you therefore is not to be in a hurry	pp=2.234650326752605
i will not be in a hurry to believe myself his first object	pp=2.325471517164996
when i am in company with him i will not be wishing	pp=2.796129153406072
in short i will do my best	pp=1.4630293659774918
perhaps it will be as well if you discourage his coming here so very often	pp=1.852492488311176
at least you should not _remind_ your mother of inviting him	pp=1.3992568373486487
as i did the other day said elizabeth with a conscious smile very true it will be wise in me to refrain from _that_	pp=1.895190219938778
but do not imagine that he is always here so often	pp=2.1108900355774853
you know my mothers ideas as to the necessity of constant company for her friends	pp=1.978969391275597
but really and upon my honour i will try to do what i think to be wisest and now i hope you are satisfied	pp=1.8219610357236604
her aunt assured her that she was and elizabeth having thanked her for the kindness of her hints they parted a wonderful instance of advice being given on such a point without being resented mr	pp=1.8570672460475295
collins returned into hertfordshire soon after it had been quitted by the gardiners and jane but as he took up his abode with the lucases his arrival was no great inconvenience to mrs bennet	pp=1.7614639147569098
his marriage was now fast approaching and she was at length so far resigned as to think it inevitable and even repeatedly to say in an illnatured tone that she _wished_ they might be happy	pp=1.917499022483811
thursday was to be the wedding day and on wednesday miss lucas paid her farewell visit and when she rose to take leave elizabeth ashamed of her mothers ungracious and reluctant good wishes and sincerely affected herself accompanied her out of the room	pp=1.8183594591703847
_that_ you certainly shall	pp=1.1234832242542268
and i have another favour to ask	pp=1.740340419064633
will you come and see me	pp=1.3263388585669322
we shall often meet i hope in hertfordshire	pp=1.4137652608671814
i am not likely to leave kent for some time	pp=1.890549833206107
promise me therefore to come to hunsford	pp=1.5474127113675542
my father and maria are to come to me in march added charlotte and i hope you will consent to be of the party	pp=2.300585544192622
indeed eliza you will be as welcome to me as either of them	pp=1.8289222410628316
the wedding took place the bride and bridegroom set off for kent from the church door and every body had as much to say or to hear on the subject as usual	pp=1.864345102511333
elizabeth soon heard from her friend and their correspondence was as regular and frequent as it had ever been that it should be equally unreserved was impossible	pp=1.7846925133953406
elizabeth could never address her without feeling that all the comfort of intimacy was over and though determined not to slacken as a correspondent it was for the sake of what had been rather than what was	pp=1.8310743109266245
