avg_perplexity is:	1.4410041807855742
the metal wheels ground the gravel with a sharp grating cry and the pack of blunt boots followed the trundled barrow along a lane of sepulchres	pp=1.420546772043009
the ree the ra the ree the ra the roo	pp=1.3700992392901612
lord i mustnt lilt here	pp=1.138341901700566
the oconnell circle mr dedalus said about him	pp=1.836896219858039
mr powers soft eyes went up to the apex of the lofty cone	pp=1.8836345758276323
hes at rest he said in the middle of his people old dan o	pp=1.924973571076091
but his heart is buried in rome	pp=1.3134700358305575
how many broken hearts are buried here simon  her grave is over there jack mr dedalus said	pp=1.3299872097673682
ill soon be stretched beside her	pp=1.2104350937179702
let him take me whenever he likes	pp=1.3724739482971586
breaking down he began to weep to himself quietly stumbling a little in his walk	pp=1.5695310310923265
mr power took his arm	pp=1.2003790947752082
i suppose so mr dedalus said with a weak gasp	pp=2.1909357124912097
i suppose she is in heaven if there is a heaven	pp=1.8112303991529866
sad occasions mr kernan began politely	pp=1.2242864554192907
mr bloom closed his eyes and sadly twice bowed his head	pp=1.6535442615594695
the others are putting on their hats mr kernan said	pp=1.3258298013106646
i suppose we can do so too	pp=1.6154652658224424
we are the last	pp=1.4369137262666711
this cemetery is a treacherous place	pp=1.19917919230899
they covered their heads	pp=1.0740276628252905
the reverend gentleman read the service too quickly dont you think	pp=1.3327330762574447
mr kernan said with reproof	pp=1.4647672343045206
secret eyes secretsearching	pp=1.2588565479947724
mason i think not sure	pp=1.210643963761003
beside him again	pp=1.995897761024214
we are the last	pp=1.4369137262666711
in the same boat	pp=1.9731913939943613
hope hell say something else	pp=1.1616804728898462
mr kernan added  the service of the irish church used in mount jerome is simpler more impressive i must say	pp=1.5391778694906808
mr bloom gave prudent assent	pp=1.1721027197303424
the language of course was another thing	pp=1.6724508544070291
mr kernan said with solemnity  _i am the resurrection and the life_	pp=1.499021849546228
that touches a mans inmost heart	pp=1.2085633552184436
it does mr bloom said	pp=1.1836648448406983
your heart perhaps but what price the fellow in the six feet by two with his toes to the daisies	pp=1.6066213465497572
no touching that	pp=1.2448050274731792
seat of the affections broken heart	pp=1.222128176525951
one fine day it gets bunged up and there you are	pp=1.4582503135313014
lots of them lying around here lungs hearts livers	pp=1.424027729434573
old rusty pumps damn the thing else	pp=1.1599104877889588
the resurrection and the life	pp=1.3479571992112493
once you are dead you are dead	pp=1.312384710395047
that last day idea	pp=1.154261642320232
knocking them all up out of their graves	pp=2.02387911724014
get up last day then every fellow mousing around for his liver and his lights and the rest of his traps	pp=1.6396948974006105
find damn all of himself that morning	pp=1.319911565946197
pennyweight of powder in a skull	pp=1.2192670520585818
twelve grammes one pennyweight troy measure	pp=1.134131235026649
corny kelleher fell into step at their side	pp=1.2518821195277499
everything went off a<NUM> he said what	pp=1.2613823518840237
he looked on them from his drawling eye policemans shoulders	pp=1.4491084550535913
with your tooraloom tooraloom	pp=1.0258977369925906
as it should be mr kernan said what eh	pp=1.7186539122909108
corny kelleher said	pp=2.9043474779348513
mr kernan assured him	pp=1.0655669358040902
who is that chap behind with tom kernan	pp=1.5457591864266058
john henry menton asked	pp=2.025445522826706
i know his face	pp=1.0699653768198314
ned lambert glanced back	pp=1.0689965410759088
bloom he said madame marion tweedy that was is i mean the soprano	pp=1.5842318986642945
shes his wife	pp=1.2572418871505273
she was a finelooking woman	pp=1.8562531149252621
i danced with her wait fifteen seventeen golden years ago at mat dillons in roundtown	pp=1.4158575002743605
and a good armful she was	pp=1.2114213512751137
he looked behind through the others	pp=1.210332357210373
what is he he asked	pp=1.7564510512033875
what does he do	pp=1.1655654895569412
wasnt he in the stationery line	pp=1.3934824945076387
i fell foul of him one evening i remember at bowls	pp=1.4623771504666832
ned lambert smiled	pp=3.5476891409059315
yes he was he said in wisdom helys	pp=2.1296554658674607
a traveller for blottingpaper	pp=1.1246316669910403
in gods name john henry menton said what did she marry a coon like that for	pp=1.622985505635137
she had plenty of game in her then	pp=1.270291707335513
has still ned lambert said	pp=1.127830490860632
he does some canvassing for ads	pp=1.3166742354282266
john henry mentons large eyes stared ahead	pp=1.388898943125905
the barrow turned into a side lane	pp=1.3492386328061494
a portly man ambushed among the grasses raised his hat in homage	pp=1.4741589807709121
the gravediggers touched their caps	pp=1.15900029568484
john oconnell mr power said pleased	pp=1.6401584234225832
he never forgets a friend	pp=1.1089664490970894
mr oconnell shook all their hands in silence	pp=1.3473314889345192
mr dedalus said  i am come to pay you another visit	pp=1.9936524280450378
my dear simon the caretaker answered in a low voice	pp=1.371863610098516
i dont want your custom at all	pp=1.6185195423984697
saluting ned lambert and john henry menton he walked on at martin cunninghams side puzzling two long keys at his back	pp=1.720197477105013
did you hear that one he asked them about mulcahy from the coombe	pp=1.5580578208838392
i did not martin cunningham said	pp=1.3112753817266616
they bent their silk hats in concert and hynes inclined his ear	pp=1.3128586068566577
the caretaker hung his thumbs in the loops of his gold watchchain and spoke in a discreet tone to their vacant smiles	pp=1.4652211770028014
they tell the story he said that two drunks came out here one foggy evening to look for the grave of a friend of theirs	pp=1.7433339865104471
they asked for mulcahy from the coombe and were told where he was buried	pp=1.582632729507659
after traipsing about in the fog they found the grave sure enough	pp=1.5102266632545098
one of the drunks spelt out the name terence mulcahy	pp=1.8499760498237785
the other drunk was blinking up at a statue of our saviour the widow had got put up	pp=1.4645586657896879
the caretaker blinked up at one of the sepulchres they passed	pp=1.794230422018386
he resumed  and after blinking up at the sacred figure _not a bloody bit like the man_ says he	pp=1.6461272876773678
_thats not mulcahy_ says he _whoever done it_	pp=1.2017210607754079
rewarded by smiles he fell back and spoke with corny kelleher accepting the dockets given him turning them over and scanning them as he walked	pp=1.4258283087811703
thats all done with a purpose martin cunningham explained to hynes	pp=1.3510539892118725
i know hynes said	pp=1.0608004408700071
i know that	pp=2.5461768877296227
to cheer a fellow up martin cunningham said	pp=1.2077025660559462
its pure goodheartedness damn the thing else	pp=1.1476957988494314
mr bloom admired the caretakers prosperous bulk	pp=1.1702933381800658
all want to be on good terms with him	pp=1.94120235472732
decent fellow john oconnell real good sort	pp=1.2267450666234219
keys like keyess ad no fear of anyone getting out	pp=1.376384012542818
no passout checks _habeas corpus_	pp=1.0706136006155553
i must see about that ad after the funeral	pp=1.5190812413402655
did i write ballsbridge on the envelope i took to cover when she disturbed me writing to martha	pp=1.3812202807018628
hope its not chucked in the dead letter office	pp=1.6328862998526084
be the better of a shave	pp=1.4812607336076058
grey sprouting beard	pp=1.100625863730446
thats the first sign when the hairs come out grey	pp=1.4430355827509533
and temper getting cross	pp=1.0734626957482973
silver threads among the grey	pp=1.184402491057719
fancy being his wife	pp=1.1494735441742487
wonder he had the gumption to propose to any girl	pp=1.7149032845094332
come out and live in the graveyard	pp=1.4030238141839053
dangle that before her	pp=1.1231796194403962
it might thrill her first courting death	pp=1.218586332093171
shades of night hovering here with all the dead stretched about	pp=1.6328458637674863
the shadows of the tombs when churchyards yawn and daniel oconnell must be a descendant i suppose who is this used to say he was a queer breedy man great catholic all the same like a big giant in the dark	pp=2.0430581258108265
will o the wisp	pp=1.174781085360179
gas of graves	pp=1.2598754002413508
women especially are so touchy	pp=1.1876601426520355
tell her a ghost story in bed to make her sleep	pp=1.5884581986975603
have you ever seen a ghost	pp=1.280966600832395
well i have	pp=2.3833342683182477
the clock was on the stroke of twelve	pp=1.6244228470820068
still theyd kiss all right if properly keyed up	pp=1.2880085524315474
whores in turkish graveyards	pp=1.115498790343399
learn anything if taken young	pp=1.1615778983227725
you might pick up a young widow here	pp=1.4550125214771323
men like that	pp=1.063785938669228
love among the tombstones romeo	pp=1.175294793309196
spice of pleasure	pp=1.5868469500353857
in the midst of death we are in life	pp=1.4355713139224298
both ends meet	pp=1.1285781197850975
tantalising for the poor dead	pp=1.313533952964298
smell of grilled beefsteaks to the starving	pp=1.2134800455553492
gnawing their vitals	pp=1.2595529923427469
desire to grig people	pp=1.0339351195552078
molly wanting to do it at the window	pp=1.9669740594316987
eight children he has anyway	pp=1.2577959507275334
he has seen a fair share go under in his time lying around him field after field holy fields	pp=1.4681872236730615
more room if they buried them standing	pp=1.2402638081314925
sitting or kneeling you couldnt standing	pp=1.2162324243680835
his head might come up some day above ground in a landslip with his hand pointing	pp=1.5270461486138054
and very neat he keeps it too trim grass and edgings	pp=1.2447750151698602
his garden major gamble calls mount jerome	pp=1.1547885310301012
ought to be flowers of sleep	pp=1.9038552420520556
chinese cemeteries with giant poppies growing produce the best opium mastiansky told me	pp=1.2587682419984625
the botanic gardens are just over there	pp=1.2036085491632578
its the blood sinking in the earth gives new life	pp=1.7449003326058927
same idea those jews they said killed the christian boy	pp=1.2951375318159033
every man his price	pp=1.1246542104176347
well preserved fat corpse gentleman epicure invaluable for fruit garden a bargain	pp=1.2039434848294879
by carcass of william wilkinson auditor and accountant lately deceased three pounds thirteen and six with thanks	pp=1.2787059920476662
i daresay the soil would be quite fat with corpsemanure bones flesh nails charnelhouses dreadful	pp=1.3090378343970752
turning green and pink decomposing	pp=1.191267112071424
rot quick in damp earth	pp=1.1572341390907177
the lean old ones tougher	pp=1.1754539474692465
then a kind of a tallowy kind of a cheesy	pp=2.559254126008664
then begin to get black black treacle oozing out of them	pp=1.3932742060563292
of course the cells or whatever they are go on living changing about	pp=1.7854259226654765
live for ever practically	pp=1.1717375015507843
nothing to feed on feed on themselves	pp=1.2823955192390615
soil must be simply swirling with them	pp=1.2772881317209837
your head it simply swurls	pp=1.2202418946950069
he looks cheerful enough over it	pp=1.143979284231742
gives him a sense of power seeing all the others go under first	pp=1.5328213187491928
wonder how he looks at life	pp=1.3410980881090442
cracking his jokes too warms the cockles of his heart	pp=1.2622107891040868
the one about the bulletin	pp=1.6853450300034176
spurgeon went to heaven <NUM> am this morning	pp=1.3525053810632226
not arrived yet peter	pp=1.0737373420896563
the dead themselves the men anyhow would like to hear an odd joke or the women to know whats in fashion	pp=1.5122416736375515
a juicy pear or ladies punch hot strong and sweet	pp=1.2349392137147637
keep out the damp	pp=1.1857245259648743
you must laugh sometimes so better do it that way	pp=1.3027586965149902
gravediggers in _hamlet_	pp=1.2596171425205234
shows the profound knowledge of the human heart	pp=1.6512446539883687
darent joke about the dead for two years at least	pp=1.4463302578385488
_de mortuis nil nisi prius_	pp=1.086599754760565
go out of mourning first	pp=1.2848273338132858
hard to imagine his funeral	pp=1.2170858649339489
seems a sort of a joke	pp=1.8290227450702434
read your own obituary notice they say you live longer	pp=1.485429365823854
gives you second wind	pp=1.0739170944794916
new lease of life	pp=1.0297805491897725
how many have you for tomorrow	pp=1.3612343698896732
the caretaker asked	pp=2.0577493999010628
two corny kelleher said	pp=1.1773721951133136
half ten and eleven	pp=1.1441795573385223
the caretaker put the papers in his pocket	pp=1.3894881833346164
the barrow had ceased to trundle	pp=1.3211966549903427
the mourners split and moved to each side of the hole stepping with care round the graves	pp=1.7421298234133613
the gravediggers bore the coffin and set its nose on the brink looping the bands round it burying him	pp=1.4609125604882802
we come to bury cæsar	pp=1.2505582182640838
his ides of march or june	pp=1.1874983897831044
he doesnt know who is here nor care	pp=1.4882131189596794
now who is that lankylooking galoot over there in the macintosh	pp=1.8461883677702784
now who is he id like to know	pp=1.8802281154879663
now id give a trifle to know who he is	pp=1.4642861757212218
always someone turns up you never dreamt of	pp=1.286401000913259
a fellow could live on his lonesome all his life	pp=1.3935172111473615
yes he could	pp=2.4127437295919965
still hed have to get someone to sod him after he died though he could dig his own grave	pp=1.696182173330218
we all do	pp=2.499960017981026
only man buries	pp=1.7075846810082824
no ants too	pp=1.1004439213797053
first thing strikes anybody	pp=1.069041202496129
bury the dead	pp=1.2592737354289936
say robinson crusoe was true to life	pp=1.2497936642632035
well then friday buried him	pp=1.1101004154654712
every friday buries a thursday if you come to look at it	pp=1.7069164840942137
o poor robinson crusoe how could you possibly do so	pp=1.3660299442463881
poor dignam his last lie on the earth in his box	pp=1.5616718601469175
all gnawed through	pp=1.1694559470158907
they could invent a handsome bier with a kind of panel sliding let it down that way	pp=1.6333319618991187
ay but they might object to be buried out of another fellows	pp=1.4333882499007553
theyre so particular	pp=1.5859097193925544
lay me in my native earth	pp=1.6697908142399511
bit of clay from the holy land	pp=1.352973118717059
only a mother and deadborn child ever buried in the one coffin	pp=1.5989009784998673
i see what it means i see	pp=1.3472895946700918
to protect him as long as possible even in the earth	pp=1.671712957263
the irishmans house is his coffin	pp=1.3102897491454975
embalming in catacombs mummies the same idea	pp=1.1919485557707508
mr bloom stood far back his hat in his hand counting the bared heads twelve im thirteen no	pp=1.8988740797418506
the chap in the macintosh is thirteen deaths number	pp=1.8114517302672397
where the deuce did he pop out of	pp=1.2454180361011384
he wasnt in the chapel that ill swear	pp=1.3047247874924128
silly superstition that about thirteen	pp=1.1843735329015883
nice soft tweed ned lambert has in that suit	pp=1.3295827544288474
tinge of purple	pp=1.2598289114091732
i had one like that when we lived in lombard street west	pp=1.5463271653867638
dressy fellow he was once	pp=1.271678653851504
used to change three suits in the day	pp=1.2937966750817078
his wife i forgot hes not married or his landlady ought to have picked out those threads for him	pp=1.5687310629779034
the coffin dived out of sight eased down by the men straddled on the gravetrestles	pp=1.639184116123576
they struggled up and out and all uncovered twenty pause	pp=1.531965145634296
if we were all suddenly somebody else	pp=1.4241751882044411
far away a donkey brayed rain	pp=1.2003921858104711
no such ass	pp=1.8072627250742292
never see a dead one they say	pp=1.3309547940555242
shame of death they hide	pp=1.198653625124596
also poor papa went away	pp=1.2231102458921674
gentle sweet air blew round the bared heads in a whisper whisper	pp=1.4303307811059691
the boy by the gravehead held his wreath with both hands staring quietly in the black open space	pp=1.6938327777204216
mr bloom moved behind the portly kindly caretaker wellcut frockcoat	pp=1.3722260091761698
weighing them up perhaps to see which will go next	pp=1.5199387682240328
well it is a long rest	pp=2.0156572497155607
feel no more	pp=1.2417965182221529
its the moment you feel	pp=1.206396840838942
must be damned unpleasant	pp=1.1656447319239145
cant believe it at first	pp=1.2846250275548696
mistake must be someone else	pp=1.2093099435102932
try the house opposite	pp=1.184051372708045
wait i wanted to	pp=1.056342439305091
i havent yet	pp=1.8867773084388297
then darkened deathchamber	pp=1.2164343618430284
light they want	pp=1.258501670621701
whispering around you	pp=1.2537747601810327
would you like to see a priest	pp=2.5501211486668827
then rambling and wandering	pp=1.0745582391631787
delirium all you hid all your life	pp=1.2777373165995791
the death struggle	pp=1.9758532125647632
his sleep is not natural	pp=1.2101769322970202
press his lower eyelid	pp=1.1226072452656928
watching is his nose pointed is his jaw sinking are the soles of his feet yellow	pp=1.4380088761731074
pull the pillow away and finish it off on the floor since hes doomed	pp=1.7390856281133764
devil in that picture of sinners death showing him a woman	pp=1.523996148841001
dying to embrace her in his shirt	pp=1.4612479008308192
last act of _lucia	pp=1.1747749136111514
bam he expires	pp=1.2598186294594897
gone at last	pp=1.2572792013326546
people talk about you a bit forget you	pp=1.5420208814038654
dont forget to pray for him	pp=1.3333650556624417
remember him in your prayers even parnell	pp=1.3121882695702474
ivy day dying out	pp=1.0724710684098593
then they follow dropping into a hole one after the other	pp=1.3748857365452574
hoping youre well and not in hell	pp=1.5011664047050854
nice change of air	pp=1.1739358058961644
out of the fryingpan of life into the fire of purgatory	pp=2.1246597356690238
does he ever think of the hole waiting for himself	pp=1.771658413385298
they say you do when you shiver in the sun	pp=1.5457637272231772
mine over there towards finglas the plot i bought	pp=1.264153553048072
mamma poor mamma and little rudy	pp=1.2119476788354575
the gravediggers took up their spades and flung heavy clods of clay in on the coffin	pp=1.512849153531726
mr bloom turned away his face	pp=1.5835268577800365
and if he was alive all the time	pp=2.1598434865927727
whew by jingo that would be awful no no he is dead of course	pp=1.604598690333166
of course he is dead	pp=1.8121866529466457
monday he died	pp=1.2590158720383482
they ought to have some law to pierce the heart and make sure or an electric clock or a telephone in the coffin and some kind of a canvas airhole	pp=2.027672373647936
flag of distress three days	pp=1.0864971769773446
rather long to keep them in summer	pp=1.7566014062393474
just as well to get shut of them as soon as you are sure theres no	pp=1.8693812772280862
the clay fell softer	pp=1.07329234896595
begin to be forgotten	pp=1.4124568749453652
out of sight out of mind	pp=1.576407751123026
the caretaker moved away a few paces and put on his hat	pp=1.6418169749787008
had enough of it	pp=1.3574719459387232
the mourners took heart of grace one by one covering themselves without show	pp=1.4912386223568408
quietly sure of his ground he traversed the dismal fields	pp=1.3730063654102163
hynes jotting down something in his notebook	pp=1.550968314831232
ah the names	pp=1.9994791962450391
but he knows them all	pp=1.153416602715823
no coming to me	pp=1.1602015078370602
i am just taking the names hynes said below his breath	pp=1.4546610279277092
what is your christian name	pp=1.4465136651020725
im not sure	pp=3.32943810024716
l mr bloom said leopold	pp=2.354647508143271
and you might put down mcoys name too	pp=1.4252659914241845
he asked me to	pp=1.1044849189191344
charley hynes said writing i know	pp=1.2125277907271805
he was on the _freeman_ once	pp=1.7783018983471444
so he was before he got the job in the morgue under louis byrne	pp=1.6178095719107342
good idea a postmortem for doctors	pp=1.1251816060448327
find out what they imagine they know	pp=1.4313658885834708
he died of a tuesday	pp=1.2572672952143078
got the run	pp=2.8816284265642085
levanted with the cash of a few ads	pp=1.382105133822801
charley youre my darling	pp=1.0744065675268304
that was why he asked me to	pp=1.6817361873171577
i saw to that mcoy	pp=1.2099846917697523
thanks old chap much obliged	pp=1.33331400137713
leave him under an obligation costs nothing	pp=1.2051921441111046
and tell us hynes said do you know that fellow in the fellow was over there in the	pp=2.1103403830613385
he looked around macintosh	pp=1.073491418994954
yes i saw him mr bloom said	pp=1.8719860790117582
where is he now	pp=1.3453240167420328
mintosh hynes said scribbling	pp=1.1610723770298244
i dont know who he is	pp=1.6016544580074865
is that his name	pp=1.1768995959849662
no mr bloom began turning and stopping	pp=1.8226938335746175
i say hynes  didnt hear what	pp=1.1495653009643043
where has he disappeared to	pp=1.1660663535895117
not a sign	pp=3.4056916615816704
well of all the	pp=1.1452667718057472
has anybody here seen	pp=1.0570727135043492
kay ee double ell become invisible	pp=1.222929455526737
good lord what became of him	pp=1.1919334134501947
a seventh gravedigger came beside mr bloom to take up an idle spade	pp=1.409093056089422
o excuse me  he stepped aside nimbly	pp=1.4577812073384526
clay brown damp began to be seen in the hole it rose nearly over	pp=1.7386470685518616
a mound of damp clods rose more rose and the gravediggers rested their spades	pp=1.387814340399333
all uncovered again for a few instants	pp=1.864321406949017
the boy propped his wreath against a corner the brotherinlaw his on a lump	pp=1.4731753530319192
the gravediggers put on their caps and carried their earthy spades towards the barrow	pp=1.4348173116958463
one bent to pluck from the haft a long tuft of grass	pp=1.3253618830206535
one leaving his mates walked slowly on with shouldered weapon its blade blueglancing	pp=1.2766501278249354
silently at the gravehead another coiled the coffinband his navelcord	pp=1.2581748456526884
the brotherinlaw turning away placed something in his free hand	pp=1.546887240837861
thanks in silence	pp=1.2594629861770341
sorry sir trouble headshake	pp=1.0726305080083889
i know that	pp=2.5461768877296227
for yourselves just	pp=1.1005288794816588
the mourners moved away slowly without aim by devious paths staying at whiles to read a name on a tomb	pp=1.44555393967087
let us go round by the chiefs grave hynes said	pp=1.4819453173941062
we have time	pp=4.14793200751754
let us mr power said	pp=1.0793427418037636
they turned to the right following their slow thoughts	pp=1.6480067769290632
that the coffin was filled with stones	pp=1.2759933458718098
that one day he will come again	pp=1.3856641115865844
hynes shook his head	pp=1.0838920380286576
parnell will never come again he said	pp=1.3087992926836334
hes there all that was mortal of him	pp=1.4812378379897022
peace to his ashes	pp=1.1879525489626146
mr bloom walked unheeded along his grove by saddened angels crosses broken pillars family vaults stone hopes praying with upcast eyes old irelands hearts and hands	pp=1.365427754338595
more sensible to spend the money on some charity for the living	pp=1.3425080943440832
pray for the repose of the soul of	pp=1.4695743248508215
does anybody really	pp=1.5399034028466068
plant him and have done with him	pp=1.4722532423636796
like down a coalshoot	pp=1.165630098290422
then lump them together to save time	pp=1.291782911724614
all souls day	pp=1.2488847065321713
twentyseventh ill be at his grave	pp=1.3655478024061978
ten shillings for the gardener	pp=1.2041424342806135
old man himself	pp=2.5551471415388978
bent down double with his shears clipping	pp=1.2343108784186607
near deaths door	pp=1.234615197548206
who passed away	pp=1.5789035239349274
who departed this life	pp=1.0740301298355739
as if they did it of their own accord	pp=1.523521110301514
got the shove all of them	pp=1.1917818860066487
who kicked the bucket	pp=1.0339317270154502
more interesting if they told you what they were	pp=1.5087791105199344
so and so wheelwright	pp=1.6469972895519072
i travelled for cork lino	pp=1.157233949551839
or a womans with her saucepan	pp=1.3066055537732642
i cooked good irish stew	pp=1.1209396080590968
eulogy in a country churchyard it ought to be that poem of whose is it wordsworth or thomas campbell	pp=1.6344525400323855
entered into rest the protestants put it	pp=1.1921256466328074
old dr murrens	pp=1.2525027620295817
the great physician called him home	pp=1.2029703037113741
well its gods acre for them	pp=1.1425077565294077
nice country residence	pp=1.2510004300052324
newly plastered and painted	pp=1.0745588095717895
ideal spot to have a quiet smoke and read the _church times_ marriage ads they never try to beautify	pp=1.658803187281512
rusty wreaths hung on knobs garlands of bronzefoil	pp=1.200805734995246
better value that for the money	pp=1.5447160983808794
still the flowers are more poetical	pp=1.3050949173605155
the other gets rather tiresome never withering expresses nothing immortelles	pp=1.2013752557348711
a bird sat tamely perched on a poplar branch like stuffed	pp=1.2706815345974953
like the wedding present alderman hooper gave us	pp=1.2185490018632632
hoo not a budge out of him	pp=1.2626198302745772
knows there are no catapults to let fly at him	pp=1.4032329507105856
dead animal even sadder	pp=1.0740604558486255
sillymilly burying the little dead bird in the kitchen matchbox a daisychain and bits of broken chainies on the grave	pp=1.5536827748201005
the sacred heart that is showing it	pp=1.448802954670481
heart on his sleeve	pp=1.1879176454856535
ought to be sideways and red it should be painted like a real heart	pp=1.926387731403645
ireland was dedicated to it or whatever that	pp=1.4378188263034182
why this infliction	pp=1.2593116030118976
would birds come then and peck like the boy with the basket of fruit but he said no because they ought to have been afraid of the boy	pp=1.8932476642733715
apollo that was	pp=1.240850840910393
how many all these here once walked round dublin faithful departed	pp=1.2853031465247422
as you are now so once were we	pp=1.437350531411642
besides how could you remember everybody	pp=1.4477056693036339
eyes walk voice	pp=1.2549102348639918
well the voice yes gramophone	pp=1.2108653495545862
have a gramophone in every grave or keep it in the house	pp=1.701727507528206
after dinner on a sunday	pp=1.2102508601101816
put on poor old greatgrandfather	pp=1.2029715727643577
kraahraark hellohellohello amawfullyglad kraark awfullygladaseeagain hellohello amawf krpthsth	pp=1.0870349897307865
remind you of the voice like the photograph reminds you of the face	pp=1.8947786813985272
otherwise you couldnt remember the face after fifteen years say	pp=1.4814504641995836
for instance who	pp=2.7520288414662812
for instance some fellow that died when i was in wisdom helys	pp=1.8049008759549974
rtststr a rattle of pebbles wait	pp=1.168821652571964
stop  he looked down intently into a stone crypt some animal wait	pp=1.4753768376934486
there he goes	pp=1.975911725008893
an obese grey rat toddled along the side of the crypt moving the pebbles	pp=1.651177083467602
an old stager greatgrandfather he knows the ropes	pp=1.2827687839888269
the grey alive crushed itself in under the plinth wriggled itself in under it	pp=1.4258632115101164
good hidingplace for treasure	pp=1.074529093589108
who lives there	pp=1.5445719196131313
robert emmet was buried here by torchlight wasnt he	pp=1.2702984587429162
making his rounds	pp=1.5869120818476223
tail gone now	pp=1.2520367875571095
one of those chaps would make short work of a fellow	pp=1.7614246048677835
pick the bones clean no matter who it was	pp=1.4196936352829024
ordinary meat for them	pp=1.0736894549731306
a corpse is meat gone bad	pp=1.152417886385437
well and whats cheese	pp=1.153365702906903
corpse of milk	pp=1.816314420181399
i read in that _voyages in china_ that the chinese say a white man smells like a corpse cremation better	pp=1.582432348738951
priests dead against it	pp=1.0731499558769306
devilling for the other firm	pp=1.6350207421395297
wholesale burners and dutch oven dealers	pp=1.147371786851979
time of the plague	pp=1.996674853967638
quicklime feverpits to eat them lethal chamber	pp=1.2096613040166215
ashes to ashes	pp=1.259839171727001
or bury at sea	pp=1.0741938930925448
where is that parsee tower of silence	pp=1.4203152991329202
eaten by birds	pp=1.2596655195143909
earth fire water	pp=1.2537185832712237
drowning they say is the pleasantest	pp=1.4274471137551008
see your whole life in a flash	pp=1.2992243315124485
but being brought back to life no	pp=1.4276911441596487
cant bury in the air however	pp=1.9211174454568072
out of a flying machine	pp=1.8529776295568374
wonder does the news go about whenever a fresh one is let down underground communication	pp=1.3662870106831508
we learned that from them	pp=1.3845680312296134
wouldnt be surprised	pp=1.5163909476369757
regular square feed for them	pp=1.1170750575162798
flies come before hes well dead	pp=1.202755618593499
got wind of dignam	pp=1.1611828364962238
they wouldnt care about the smell of it	pp=1.6912545309653375
the gates glimmered in front still open	pp=1.2138303553902652
back to the world again	pp=2.70203477948941
enough of this place	pp=1.185098016654556
brings you a bit nearer every time	pp=1.4424067631437893
last time i was here was mrs sinicos funeral	pp=1.703660924950665
poor papa too	pp=1.9555833399032125
the love that kills	pp=1.3449317661761706
and even scraping up the earth at night with a lantern like that case i read of to get at fresh buried females or even putrefied with running gravesores	pp=1.5391816820096225
give you the creeps after a bit	pp=1.3965769536576012
i will appear to you after death	pp=1.311567236222541
you will see my ghost after death	pp=1.499146469923428
my ghost will haunt you after death	pp=1.1983957842720945
there is another world after death named hell	pp=1.398855668422105
i do not like that other world she wrote	pp=1.3811540865793666
no more do i	pp=1.0725409855897292
plenty to see and hear and feel yet	pp=1.4505440293158656
feel live warm beings near you	pp=1.1455518294721496
let them sleep in their maggoty beds	pp=1.279582924752087
they are not going to get me this innings	pp=2.331781437453795
warm beds warm fullblooded life	pp=1.0870362325556384
martin cunningham emerged from a sidepath talking gravely	pp=1.244218886546739
solicitor i think	pp=1.2536061682135013
i know his face	pp=1.0699653768198314
menton john henry solicitor commissioner for oaths and affidavits	pp=1.1611969383972611
dignam used to be in his office	pp=2.223831656135703
mat dillons long ago jolly mat convivial evenings	pp=1.2291830763559877
cold fowl cigars the tantalus glasses	pp=1.1088967090259623
heart of gold really yes menton	pp=1.2170493259218869
pure fluke of mine the bias	pp=1.2564082472814169
hate at first sight	pp=1.1709454952345701
molly and floey dillon linked under the lilactree laughing	pp=1.2463744241028696
fellow always like that mortified if women are by	pp=1.404492137757931
got a dinge in the side of his hat carriage probably	pp=1.8215230768396722
excuse me sir mr bloom said beside them they stopped	pp=1.851958662279155
your hat is a little crushed mr bloom said pointing	pp=2.138473802793212
john henry menton stared at him for an instant without moving	pp=2.1816756356671956
there martin cunningham helped pointing also	pp=1.373464743390452
john henry menton took off his hat bulged out the dinge and smoothed the nap with care on his coatsleeve	pp=1.6573490546886025
he clapped the hat on his head again	pp=1.6699947636464727
its all right now martin cunningham said	pp=1.2162012967152038
john henry menton jerked his head down in acknowledgment	pp=1.9016022477668926
thank you he said shortly	pp=1.7038690159693501
they walked on towards the gates	pp=1.3232271967096711
mr bloom chapfallen drew behind a few paces so as not to overhear	pp=1.6177847005788588
martin laying down the law	pp=1.2034086321557562
martin could wind a sappyhead like that round his little finger without his seeing it oyster eyes never mind	pp=1.4291042466112505
be sorry after perhaps when it dawns on him	pp=1.236679042359131
get the pull over him that way thank you	pp=1.3755089017257127
how grand we are this morning      <NUM>    in the heart of the hibernian metropolis   before nelsons pillar trams slowed shunted changed trolley started for blackrock kingstown and dalkey clonskea rathgar and terenure palmerston park and upper rathmines sandymount green rathmines ringsend and sandymount tower harolds cross	pp=1.5442972629356013
the hoarse dublin united tramway companys timekeeper bawled them off  rathgar and terenure  come on sandymount green  right and left parallel clanging ringing a doubledecker and a singledeck moved from their railheads swerved to the down line glided parallel	pp=1.4507440267197342
parked in north princes street his majestys vermilion mailcars bearing on their sides the royal initials e r	pp=1.3795667753108227
received loudly flung sacks of letters postcards lettercards parcels insured and paid for local provincial british and overseas delivery	pp=1.285480988084148
gentlemen of the press   grossbooted draymen rolled barrels dullthudding out of princes stores and bumped them up on the brewery float	pp=1.711136370139998
on the brewery float bumped dullthudding barrels rolled by grossbooted draymen out of princes stores	pp=1.2516653045409698
